empID,empName,uan,dept,designation,pay,gp,pf,bankAccNum,bankName,doj,salaryCategory,emailID,groupInsurance,payBand,branchName,ifscCode,designationCategory,emailID2,nonteach,Subject,cca,ta,dop,doc,appointment,category,gender,status,mobile,address_correspondence,address_permanent,vacation,seniority,dept_seniority,aadhar,Pan_No,onrole,phd,phdSub,phdUni,phdInsti,phdYr,pgSub,pgUni,pgYr,ugSub,ugUni,ugYr,grade,netset,othqual,exp,industry_exp,uni_approval,uni_app_date,uni_app_period,workexNT,dob,emp_temp_regime,photo,paycommission
EMP335,S62,1.00E+11,IT,Assistant Professor,25290,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39162,Warje,JSBP0012202,Teaching,abc@gmail.com,no,,240,1600,30-08-2021,30-08-2021,permanent,ST,female,married,1234567902,"Flat no.123, A wing, B Society, Pune-411051","A/P-Narhe, Tal-Haveli, Dist-Pune-411052",Yes,12,4,1.23E+11,ABCDE5678Z,Yes,,,,,2026,,,2021,,,2010,,no,,5,6,CC0/AAP/54326,05-10-2024,7,1,05-10-1975 00:11,old,,6th 
EMP338,S63,1.00E+11,IT,Assistant Professor,21390,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39163,Warje,JSBP0012203,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,NT,male,married,1234567903,"Flat no.123, A wing, B Society, Pune-411052","A/P-Narhe, Tal-Haveli, Dist-Pune-411053",Yes,13,1,1.23E+11,ABCDE1234D,Yes,,,,,2027,,,2022,,,2010,,no,,5,6,CC0/AAP/54327,05-10-2025,5,1,05-10-1975 00:12,old,,6th 
EMP341,S64,1.00E+11,CE,Assistant Professor,25780,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39164,Warje,JSBP0012204,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,open,male,married,1234567904,"Flat no.123, A wing, B Society, Pune-411053","A/P-Narhe, Tal-Haveli, Dist-Pune-411054",Yes,14,2,1.23E+11,ABCDE5678Z,Yes,,,,,2028,,,2023,,,2010,,no,,5,6,CC0/AAP/54328,05-10-2026,2,1,05-10-1975 00:13,old,,6th 
EMP344,S65,1.00E+11,CE,Assistant Professor,14290,4200,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39165,Warje,JSBP0012205,Teaching,abc@gmail.com,no,,240,200,24-08-2021,24-08-2021,permanent,open,male,married,1234567905,"Flat no.123, A wing, B Society, Pune-411054","A/P-Narhe, Tal-Haveli, Dist-Pune-411055",Yes,15,3,1.23E+11,ABCDE1234D,Yes,,,,,2029,,,2024,,,2010,,no,,5,6,CC0/AAP/54329,05-10-2027,4,1,05-10-1975 00:14,old,,6th 
EMP347,S66,1.00E+11,CE,Assistant Professor,23750,4400,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39166,Warje,JSBP0012206,Teaching,abc@gmail.com,no,,240,800,25-08-2021,25-08-2021,permanent,SC,male,married,1234567906,"Flat no.123, A wing, B Society, Pune-411055","A/P-Narhe, Tal-Haveli, Dist-Pune-411056",Yes,16,4,1.23E+11,ABCDE5678Z,Yes,,,,,2030,,,2025,,,2010,,no,,5,6,CC0/AAP/54330,05-10-2028,6,1,05-10-1975 00:15,old,,6th 
EMP350,S67,1.00E+11,CE,Assistant Professor,21050,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39167,Warje,JSBP0012207,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,ST,male,married,1234567907,"Flat no.123, A wing, B Society, Pune-411056","A/P-Narhe, Tal-Haveli, Dist-Pune-411057",Yes,17,1,1.23E+11,ABCDE1234D,Yes,,,,,2031,,,2026,,,2010,,no,,5,6,CC0/AAP/54331,05-10-2029,5,1,05-10-1975 00:16,old,,6th 
EMP353,S68,1.00E+11,E&TC,Assistant Professor,6890,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39168,Warje,JSBP0012208,Teaching,abc@gmail.com,no,,95,200,27-08-2021,27-08-2021,permanent,NT,male,married,1234567908,"Flat no.123, A wing, B Society, Pune-411057","A/P-Narhe, Tal-Haveli, Dist-Pune-411058",Yes,18,2,1.23E+11,ABCDE5678Z,Yes,,,,,2032,,,2027,,,2010,,no,,5,6,CC0/AAP/54332,05-10-2030,8,1,05-10-1975 00:17,old,,6th 
EMP356,S69,1.00E+11,E&TC,Assistant Professor,15600,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39169,Warje,JSBP0012209,Teaching,abc@gmail.com,no,,240,1600,28-08-2021,28-08-2021,permanent,open,male,married,1234567909,"Flat no.123, A wing, B Society, Pune-411058","A/P-Narhe, Tal-Haveli, Dist-Pune-411059",Yes,19,3,1.23E+11,ABCDE1234D,Yes,,,,,2033,,,2028,,,2010,,no,,5,6,CC0/AAP/54333,05-10-2031,9,1,05-10-1975 00:18,old,,6th 
EMP359,S70,1.00E+11,E&TC,Assistant Professor,15600,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39170,Warje,JSBP0012210,Teaching,abc@gmail.com,no,,240,1600,29-08-2021,29-08-2021,permanent,open,male,married,1234567910,"Flat no.123, A wing, B Society, Pune-411059","A/P-Narhe, Tal-Haveli, Dist-Pune-411060",Yes,20,4,1.23E+11,ABCDE5678Z,Yes,,,,,2034,,,2029,,,2010,,no,,5,6,CC0/AAP/54334,05-10-2032,4,1,05-10-1975 00:19,old,,6th 
EMP362,S71,1.00E+11,CE,Professor,19810,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39171,Warje,JSBP0012211,Teaching,abc@gmail.com,no,,240,1600,30-08-2021,30-08-2021,permanent,open,male,married,1234567911,"Flat no.123, A wing, B Society, Pune-411060","A/P-Narhe, Tal-Haveli, Dist-Pune-411061",Yes,21,1,1.23E+11,ABCDE1234D,Yes,,,,,2035,,,2030,,,2010,,no,,5,6,CC0/AAP/54335,05-10-2033,2,1,05-10-1975 00:20,old,,6th 
EMP365,S72,1.00E+11,IT,Professor,30440,8000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39172,Warje,JSBP0012212,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,open,male,single,1234567912,"Flat no.123, A wing, B Society, Pune-411061","A/P-Narhe, Tal-Haveli, Dist-Pune-411062",Yes,22,2,1.23E+11,ABCDE5678Z,Yes,,,,,2036,,,2031,,,2010,,no,,5,6,CC0/AAP/54336,05-10-2034,5,1,05-10-1975 00:21,old,,6th 
EMP368,S73,1.00E+11,E&TC,Associate Professor,64380,10000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39173,Warje,JSBP0012213,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,open,male,single,1234567913,"Flat no.123, A wing, B Society, Pune-411062","A/P-Narhe, Tal-Haveli, Dist-Pune-411063",Yes,23,3,1.23E+11,ABCDE1234D,Yes,,,,,2037,,,2032,,,2010,,no,,5,6,CC0/AAP/54337,05-10-2035,1,1,05-10-1975 00:22,old,,6th 
EMP371,S74,1.00E+11,IT,Assistant Professor,24850,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39174,Warje,JSBP0012214,Teaching,abc@gmail.com,no,,240,1600,24-08-2021,24-08-2021,Adhoc,open,male,married,1234567914,"Flat no.123, A wing, B Society, Pune-411063","A/P-Narhe, Tal-Haveli, Dist-Pune-411064",No,24,4,1.23E+11,ABCDE5678Z,Yes,,,,,2038,,,2033,,,2010,,no,,5,6,CC0/AAP/54338,05-10-2036,0,1,05-10-1975 00:23,old,,6th 
EMP374,S75,1.00E+11,IT,Assistant Professor,6890,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39175,Warje,JSBP0012215,Teaching,abc@gmail.com,no,,95,200,25-08-2021,25-08-2021,permanent,open,male,married,1234567894,"Flat no.123, A wing, B Society, Pune-411043","A/P-Narhe, Tal-Haveli, Dist-Pune-411044",Yes,25,5,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2041,Computer Engineering,SPPU Pune,2036,Computer Engineering,SPPU Pune,2010,,Qualified,B.Ed,5,6,CC0/AAP/54321,05-10-2037,1,1,05-10-1975 00:26,old,,6th 
EMP377,S76,1.00E+11,IT,Assistant Professor,17610,6000,1806,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39176,Warje,JSBP0012216,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,open,male,married,1234567891,"Flat no.123, A wing, B Society, Pune-411040","A/P-Narhe, Tal-Haveli, Dist-Pune-411041",Yes,1,1,1.23E+11,ABCDE1234D,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,15,6,CC0/AAP/12345,05-10-2013,12,0,05-10-1975 00:00,new,,6th 
EMP380,S77,1.00E+11,IT,Assistant Professor,34020,8000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39177,Warje,JSBP0012217,Teaching,abc@gmail.com,no,,240,1600,27-08-2021,27-08-2021,permanent,open,male,married,1234567892,"Flat no.123, A wing, B Society, Pune-411041","A/P-Narhe, Tal-Haveli, Dist-Pune-411042",Yes,2,2,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,10,2,CC0/AAP/1234,05-10-2014,10,1,05-10-1975 00:01,old,,6th 
EMP383,S78,1.00E+11,CE,Assistant Professor,26030,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39178,Warje,JSBP0012218,Teaching,abc@gmail.com,no,,240,1600,28-08-2021,28-08-2021,permanent,open,male,married,1234567893,"Flat no.123, A wing, B Society, Pune-411042","A/P-Narhe, Tal-Haveli, Dist-Pune-411043",Yes,3,3,1.23E+11,ABCDE1234D,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,5,6,CC0/AAP/9877,05-10-2015,4,1,05-10-1975 00:02,old,,6th 
EMP386,S79,1.00E+11,CE,Assistant Professor,16920,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39179,Warje,JSBP0012219,Teaching,abc@gmail.com,no,,240,1600,29-08-2021,29-08-2021,permanent,open,male,married,1234567894,"Flat no.123, A wing, B Society, Pune-411043","A/P-Narhe, Tal-Haveli, Dist-Pune-411044",Yes,4,4,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,5,6,CC0/AAP/20988,05-10-2016,5,1,05-10-1975 00:03,old,,6th 
EMP389,S80,1.00E+11,CE,Assistant Professor,6770,2800,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39180,Warje,JSBP0012220,Teaching,abc@gmail.com,no,,150,200,30-08-2021,30-08-2021,permanent,open,male,married,1234567895,"Flat no.123, A wing, B Society, Pune-411044","A/P-Narhe, Tal-Haveli, Dist-Pune-411045",Yes,5,1,1.23E+11,ABCDE1234D,Yes,,,,,2019,,,2014,,,2010,,no,,5,6,CC0/AAP/32099,05-10-2017,7,1,05-10-1975 00:04,old,,6th 
EMP392,S81,1.00E+11,CE,Assistant Professor,15600,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39181,Warje,JSBP0012221,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,SC,female,married,1234567896,"Flat no.123, A wing, B Society, Pune-411045","A/P-Narhe, Tal-Haveli, Dist-Pune-411046",Yes,6,2,1.23E+11,ABCDE5678Z,Yes,,,,,2020,,,2015,,,2010,,no,,5,6,CC0/AAP/43210,05-10-2018,8,1,05-10-1975 00:05,old,,6th 
EMP395,S82,1.00E+11,E&TC,Assistant Professor,10700,2400,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39182,Warje,JSBP0012222,Teaching,abc@gmail.com,no,,95,200,23-08-2021,23-08-2021,permanent,ST,male,married,1234567897,"Flat no.123, A wing, B Society, Pune-411046","A/P-Narhe, Tal-Haveli, Dist-Pune-411047",Yes,7,3,1.23E+11,ABCDE1234D,Yes,,,,,2021,,,2016,,,2010,,no,,5,6,CC0/AAP/54321,05-10-2019,9,1,05-10-1975 00:06,old,,6th 
EMP398,S83,1.00E+11,E&TC,Assistant Professor,14570,4300,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39183,Warje,JSBP0012223,Teaching,abc@gmail.com,no,,240,200,24-08-2021,24-08-2021,permanent,NT,female,married,1234567898,"Flat no.123, A wing, B Society, Pune-411047","A/P-Narhe, Tal-Haveli, Dist-Pune-411048",Yes,8,4,1.23E+11,ABCDE5678Z,Yes,,,,,2022,,,2017,,,2010,,no,,5,6,CC0/AAP/54322,05-10-2020,11,1,05-10-1975 00:07,old,,6th 
EMP401,S84,1.00E+11,E&TC,Assistant Professor,23950,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39184,Warje,JSBP0012224,Teaching,abc@gmail.com,no,,240,1600,25-08-2021,25-08-2021,permanent,open,male,married,1234567899,"Flat no.123, A wing, B Society, Pune-411048","A/P-Narhe, Tal-Haveli, Dist-Pune-411049",Yes,9,1,1.23E+11,ABCDE1234D,Yes,,,,,2023,,,2018,,,2010,,no,,5,6,CC0/AAP/54323,05-10-2021,10,1,05-10-1975 00:08,old,,6th 
EMP404,S85,1.00E+11,FE,Assistant Professor,19810,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39185,Warje,JSBP0012225,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,open,female,married,1234567900,"Flat no.123, A wing, B Society, Pune-411049","A/P-Narhe, Tal-Haveli, Dist-Pune-411050",Yes,10,2,1.23E+11,ABCDE5678Z,Yes,,,,,2024,,,2019,,,2010,,no,,5,6,CC0/AAP/54324,05-10-2022,8,1,05-10-1975 00:09,old,,6th 
EMP407,S86,1.00E+11,CE,Professor,6630,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39186,Warje,JSBP0012226,Teaching,abc@gmail.com,no,,95,200,27-08-2021,27-08-2021,permanent,SC,female,married,1234567901,"Flat no.123, A wing, B Society, Pune-411050","A/P-Narhe, Tal-Haveli, Dist-Pune-411051",Yes,11,3,1.23E+11,ABCDE1234D,Yes,,,,,2025,,,2020,,,2010,,no,,5,6,CC0/AAP/54325,05-10-2023,9,1,05-10-1975 00:10,old,,6th 
EMP410,S87,1.00E+11,IT,Professor,19050,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39187,Warje,JSBP0012227,Teaching,abc@gmail.com,no,,240,1600,28-08-2021,28-08-2021,permanent,ST,female,married,1234567902,"Flat no.123, A wing, B Society, Pune-411051","A/P-Narhe, Tal-Haveli, Dist-Pune-411052",Yes,12,4,1.23E+11,ABCDE5678Z,Yes,,,,,2026,,,2021,,,2010,,no,,5,6,CC0/AAP/54326,05-10-2024,7,1,05-10-1975 00:11,old,,6th 
EMP413,S88,1.00E+11,E&TC,Associate Professor,6630,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39188,Warje,JSBP0012228,Teaching,abc@gmail.com,no,,95,200,29-08-2021,29-08-2021,permanent,NT,male,married,1234567903,"Flat no.123, A wing, B Society, Pune-411052","A/P-Narhe, Tal-Haveli, Dist-Pune-411053",Yes,13,1,1.23E+11,ABCDE1234D,Yes,,,,,2027,,,2022,,,2010,,no,,5,6,CC0/AAP/54327,05-10-2025,5,1,05-10-1975 00:12,old,,6th 
EMP416,S89,1.00E+11,IT,Assistant Professor,17610,6000,1806,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39189,Warje,JSBP0012229,Teaching,abc@gmail.com,no,,240,1600,30-08-2021,30-08-2021,permanent,open,male,married,1234567904,"Flat no.123, A wing, B Society, Pune-411053","A/P-Narhe, Tal-Haveli, Dist-Pune-411054",Yes,14,2,1.23E+11,ABCDE5678Z,Yes,,,,,2028,,,2023,,,2010,,no,,5,6,CC0/AAP/54328,05-10-2026,2,1,05-10-1975 00:13,old,,6th 
EMP419,S90,1.00E+11,IT,Assistant Professor,55490,10000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39190,Warje,JSBP0012230,Teaching,abc@gmail.com,no,,240,1600,31-08-2021,31-08-2021,permanent,open,male,married,1234567905,"Flat no.123, A wing, B Society, Pune-411054","A/P-Narhe, Tal-Haveli, Dist-Pune-411055",Yes,15,3,1.23E+11,ABCDE1234D,Yes,,,,,2029,,,2024,,,2010,,no,,5,6,CC0/AAP/54329,05-10-2027,4,1,05-10-1975 00:14,old,,6th 
EMP422,S91,1.00E+11,IT,Assistant Professor,19050,6000,1806,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39191,Warje,JSBP0012231,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,SC,male,married,1234567906,"Flat no.123, A wing, B Society, Pune-411055","A/P-Narhe, Tal-Haveli, Dist-Pune-411056",Yes,16,4,1.23E+11,ABCDE5678Z,Yes,,,,,2030,,,2025,,,2010,,no,,5,6,CC0/AAP/54330,05-10-2028,6,1,05-10-1975 00:15,old,,6th 
EMP425,S92,1.00E+11,IT,Assistant Professor,13280,4200,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39192,Warje,JSBP0012232,Teaching,abc@gmail.com,no,,150,200,24-08-2021,24-08-2021,permanent,ST,male,married,1234567907,"Flat no.123, A wing, B Society, Pune-411056","A/P-Narhe, Tal-Haveli, Dist-Pune-411057",Yes,17,1,1.23E+11,ABCDE1234D,Yes,,,,,2031,,,2026,,,2010,,no,,5,6,CC0/AAP/54331,05-10-2029,5,1,05-10-1975 00:16,old,,6th 
EMP428,S93,1.00E+11,CE,Assistant Professor,6370,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39193,Warje,JSBP0012233,Teaching,abc@gmail.com,no,,95,200,25-08-2021,25-08-2021,permanent,NT,male,married,1234567908,"Flat no.123, A wing, B Society, Pune-411057","A/P-Narhe, Tal-Haveli, Dist-Pune-411058",Yes,18,2,1.23E+11,ABCDE5678Z,Yes,,,,,2032,,,2027,,,2010,,no,,5,6,CC0/AAP/54332,05-10-2030,8,1,05-10-1975 00:17,old,,6th 
EMP431,S94,1.00E+11,CE,Assistant Professor,23950,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39194,Warje,JSBP0012234,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,open,male,married,1234567909,"Flat no.123, A wing, B Society, Pune-411058","A/P-Narhe, Tal-Haveli, Dist-Pune-411059",Yes,19,3,1.23E+11,ABCDE1234D,Yes,,,,,2033,,,2028,,,2010,,no,,5,6,CC0/AAP/54333,05-10-2031,9,1,05-10-1975 00:18,old,,6th 
EMP434,S95,1.00E+11,CE,Assistant Professor,23070,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39195,Warje,JSBP0012235,Teaching,abc@gmail.com,no,,240,1600,27-08-2021,27-08-2021,permanent,open,male,married,1234567910,"Flat no.123, A wing, B Society, Pune-411059","A/P-Narhe, Tal-Haveli, Dist-Pune-411060",Yes,20,4,1.23E+11,ABCDE5678Z,Yes,,,,,2034,,,2029,,,2010,,no,,5,6,CC0/AAP/54334,05-10-2032,4,1,05-10-1975 00:19,old,,6th 
EMP437,S96,1.00E+11,CE,Assistant Professor,24850,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39196,Warje,JSBP0012236,Teaching,abc@gmail.com,no,,240,1600,28-08-2021,28-08-2021,permanent,open,male,married,1234567911,"Flat no.123, A wing, B Society, Pune-411060","A/P-Narhe, Tal-Haveli, Dist-Pune-411061",Yes,21,1,1.23E+11,ABCDE1234D,Yes,,,,,2035,,,2030,,,2010,,no,,5,6,CC0/AAP/54335,05-10-2033,2,1,05-10-1975 00:20,old,,6th 
EMP440,S97,1.00E+11,E&TC,Assistant Professor,15940,4400,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39197,Warje,JSBP0012237,Teaching,abc@gmail.com,no,,240,800,29-08-2021,29-08-2021,permanent,open,male,single,1234567912,"Flat no.123, A wing, B Society, Pune-411061","A/P-Narhe, Tal-Haveli, Dist-Pune-411062",Yes,22,2,1.23E+11,ABCDE5678Z,Yes,,,,,2036,,,2031,,,2010,,no,,5,6,CC0/AAP/54336,05-10-2034,5,1,05-10-1975 00:21,old,,6th 
EMP443,S98,1.00E+11,E&TC,Assistant Professor,9340,1800,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39198,Warje,JSBP0012238,Teaching,abc@gmail.com,no,,95,200,30-08-2021,30-08-2021,permanent,open,male,single,1234567913,"Flat no.123, A wing, B Society, Pune-411062","A/P-Narhe, Tal-Haveli, Dist-Pune-411063",Yes,23,3,1.23E+11,ABCDE1234D,Yes,,,,,2037,,,2032,,,2010,,no,,5,6,CC0/AAP/54337,05-10-2035,1,1,05-10-1975 00:22,old,,6th 
EMP446,S99,1.00E+11,E&TC,Assistant Professor,14290,4200,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39199,Warje,JSBP0012239,Teaching,abc@gmail.com,no,,240,200,31-08-2021,31-08-2021,Adhoc,open,male,married,1234567914,"Flat no.123, A wing, B Society, Pune-411063","A/P-Narhe, Tal-Haveli, Dist-Pune-411064",No,24,4,1.23E+11,ABCDE5678Z,Yes,,,,,2038,,,2033,,,2010,,no,,5,6,CC0/AAP/54338,05-10-2036,0,1,05-10-1975 00:23,old,,6th 
EMP449,S100,1.00E+11,CE,Professor,19810,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39200,Warje,JSBP0012240,Teaching,abc@gmail.com,no,,240,1600,23-08-2021,23-08-2021,permanent,open,male,married,1234567894,"Flat no.123, A wing, B Society, Pune-411043","A/P-Narhe, Tal-Haveli, Dist-Pune-411044",Yes,25,5,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2041,Computer Engineering,SPPU Pune,2036,Computer Engineering,SPPU Pune,2010,,Qualified,B.Ed,5,6,CC0/AAP/54321,05-10-2037,1,1,05-10-1975 00:26,old,,6th 
EMP452,S101,1.00E+11,IT,Professor,6890,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39201,Warje,JSBP0012241,Teaching,abc@gmail.com,no,,95,200,24-08-2021,24-08-2021,permanent,open,male,married,1234567891,"Flat no.123, A wing, B Society, Pune-411040","A/P-Narhe, Tal-Haveli, Dist-Pune-411041",Yes,1,1,1.23E+11,ABCDE1234D,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,15,6,CC0/AAP/12345,05-10-2013,12,0,05-10-1975 00:00,new,,6th 
EMP455,S102,1.00E+11,E&TC,Associate Professor,7160,2000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39202,Warje,JSBP0012242,Teaching,abc@gmail.com,no,,95,200,25-08-2021,25-08-2021,permanent,open,male,married,1234567892,"Flat no.123, A wing, B Society, Pune-411041","A/P-Narhe, Tal-Haveli, Dist-Pune-411042",Yes,2,2,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,10,2,CC0/AAP/1234,05-10-2014,10,1,05-10-1975 00:01,old,,6th 
EMP458,S103,1.00E+11,IT,Assistant Professor,23070,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39203,Warje,JSBP0012243,Teaching,abc@gmail.com,no,,240,1600,26-08-2021,26-08-2021,permanent,open,male,married,1234567893,"Flat no.123, A wing, B Society, Pune-411042","A/P-Narhe, Tal-Haveli, Dist-Pune-411043",Yes,3,3,1.23E+11,ABCDE1234D,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,5,6,CC0/AAP/9877,05-10-2015,4,1,05-10-1975 00:02,old,,6th 
EMP461,S104,1.00E+11,IT,Assistant Professor,23340,4400,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39204,Warje,JSBP0012244,Teaching,abc@gmail.com,no,,240,800,27-08-2021,27-08-2021,permanent,open,male,married,1234567894,"Flat no.123, A wing, B Society, Pune-411043","A/P-Narhe, Tal-Haveli, Dist-Pune-411044",Yes,4,4,1.23E+11,ABCDE5678Z,Yes,Awarded,Computer Engineering,SPPU Pune,PICT Pune,2018,Computer Engineering,SPPU Pune,2013,Computer Engineering,SPPU Pune,2010,A,no,,5,6,CC0/AAP/20988,05-10-2016,5,1,05-10-1975 00:03,old,,6th 
EMP464,S105,1.00E+11,IT,Assistant Professor,16920,6000,1800,8.22E+12,Janata Sahakari Bank Pune,2021-08-23,Pay Scale,abc@gmail.com,0,15600-39205,Warje,JSBP0012245,Teaching,abc@gmail.com,no,,240,1600,28-08-2021,28-08-2021,permanent,open,male,married,1234567895,"Flat no.123, A wing, B Society, Pune-411044","A/P-Narhe, Tal-Haveli, Dist-Pune-411045",Yes,5,1,1.23E+11,ABCDE1234D,Yes,,,,,2019,,,2014,,,2010,,no,,5,6,CC0/AAP/32099,05-10-2017,7,1,05-10-1975 00:04,old,,6th 
